Pasal,Isi,Bab,Bagian
Pasal 1178,"Segala perjanjian yang menentukan bahwa kreditur diberi kuasa untuk menjadikan barang- barang yang dihipotekkan itu sebagai miliknya adalah batal. Namun kreditur hipotek pertama, pada waktu penyerahan hipotek boleh mensyaratkan dengan tegas, bahwa jika utang pokok tidak dilunasi sebagaimana mestinya, atau bila bunga yang terutang tidak dibayar, maka ia akan diberi kuasa secara mutlak untuk menjual persil yang terikat itu di muka umum, agar dari hasilnya dilunasi, baik jumlah uang pokoknya maupun bunga dan biayanya. Perjanjian itu harus didaftarkan dalam daftar-daftar umum, dan pelelangan tersebut harus diselenggarakan dengan cara yang diperintahkan dalam Pasal 1211.",Hipotek,Ketentuan-Ketentuan Umum
Pasal 1179,"Pendaftaran ikatan hipotek harus dilakukan dalam daftar-daftar umum yang disediakan untuk itu. Dalam hal tidak ada pendaftaran, hipotek itu tidak mempunyai kekuatan apa pun, bahkan juga terhadap kreditur yang tidak mempunyai ikatan hipotek.",Hipotek,Pendaftaran Hipotek Dan Bentuk Pendaftaran
Pasal 1180,"Pendaftaran suatu hipotek tidak berlaku, bila hal itu dilakukan pada waktu hak milik atas barang itu telah beralih kembali kepada pihak ketiga, karena debitur telah kehilangan hak miliknya atas barang itu.",Hipotek,Pendaftaran Hipotek Dan Bentuk Pendaftaran
Pasal 1181,"Urutan tingkat para kreditur hipotek ditentukan menurut tanggal pendaftaran ikatan hipotek mereka, tanpa mengurangi kekecualian-kekecualian yang tercantum dalam dua pasal berikut. Mereka yang didaftar pada hari yang sama, bersama-sama mempunyai hipotek yang bertanggal sama, tanpa membedakan jam berapa pendaftaran itu dilakukan, juga kalau jamnya telah dicatat oleh penyimpannya.",Hipotek,Pendaftaran Hipotek Dan Bentuk Pendaftaran
Pasal 1182,"Bila dalam akta jualbeli, sebagai jaminan atas uang penjualan yang belum dibayar, diperjanjikan hipotek atas barang yang dijual itu,dan pendaftarannya telah dilakukan dalam delapan hari setelah pengumuman akta jual beli dengan cara yang ditentukan dalam Pasal 620, maka hipotek itu akan mempunyai hak didahulukan terhadap hipotek-hipotek lain yang telah diberikan oleh pembeli dalam jangka waktu itu.",Hipotek,Pendaftaran Hipotek Dan Bentuk Pendaftaran
Pasal 1183,Ketentuan yang sama juga berlaku bila dalam akta pemisahan harta dipersyaratkan hipotek sebagai jaminan untuk apa yang tetap terutang oleh salah seorang yang berhak terhadap,Hipotek,Pendaftaran Hipotek Dan Bentuk Pendaftaran
Pasal 1184,"Kreditur yang terdaftar untuk sejumlah uang pokok yang menghasilkan bunga, berhak karena bunga itu untuk ditempatkan dalam urutan tingkat yang sama seperti yang untuk jumlah uang pokoknya, selama-lamanya untuk dua tahun dari tahun yang berjalan  hal ini tidak mengurangi haknya untuk mengambil pendaftaran-pendaftaran khusus mengenai bunga-bunga yang lain dari yang dijamin pada pendaftaran pertama, yang sejak hari tanggalnya akan menimbulkan hipotek.",Hipotek,Pendaftaran Hipotek Dan Bentuk Pendaftaran
Pasal 1185,"Bila akta hipotek mengandung persyaratan perjanjian tegas, yang membatasi wewenang debitur, baik untuk menyewakan barang yang dibebani di luar izin kreditur maupun mengenai cara atau waktu untuk menyewakan barang itu, ataupun mengenai uang sewa, maka persyaratan perjanjian demikian tidak hanya akan mengikat para pihak itu, melainkan juga dapat dinyatakan berlaku terhadap debitur oleh kreditur yang sudah menyuruh mendaftarkan persyaratan perjanjian demikian itu dalam daftar-daftar umum. Segala sesuatunya tidak mengurangi ketentuan Pasal 1341, yang bila ada dasarnya, dapat dinyatakan berlaku oleh semua kreditur, tak perduli apakah dibuat atau tidak suatu persyaratan perjanjian yang membatasi penyewa atau pembayaran uang muka.",Hipotek,Pendaftaran Hipotek Dan Bentuk Pendaftaran
Pasal 1186,"Untuk menyelenggarakan pendaftaran, kreditur sendiri atau orang ketiga, harus menyerahkan kepada juru simpan hipotek di wilayah tempat barang-barang itu suatu salinan otentik dari akta hipotek itu, beserta dua akta ikhtisar yang ditandatangani oleh kreditur atau orang ketiga tersebut, yang satu ditulis di atas salinan dari alas hak yang telah dikeluarkan. Akta-akta ikhtisar itu harus memuat:",Hipotek,Pendaftaran Hipotek Dan Bentuk Pendaftaran
Pasal 1187,"Juru simpan harus menahan akta ikhtisar yang dibuat di atas salinan otentik dari alas hak yang menjadi dasar untuk minta pendaftaran itu, dengan tujuan agar pendaftaran itu dilakukan pada tanggal penyerahan itu. Pada hari itu juga ia harus mengembalikan kepada orang yang telah minta pendaftaran itu akta ikhtisar yang lainnya atau yang kedua, yang di bagian bawahnya harus dicantumkan olehnya hari penyerahannya. Bila diminta, dalam waktu selambat- lambatnya dua puluh empat jam setelah permohonan ini ia wajib menambahkan pada akta ikhtisar yang lain atau yang kedua itu nomor daftar untuk ikhtisar itu, yang dipakai untuk pendaftaran tersebut. Kedua keterangan ini harus ditandatangani olehnya.",Hipotek,Pendaftaran Hipotek Dan Bentuk Pendaftaran
Pasal 1188,"Pada waktu meminta pendaftaran seperti yang diatur dalam Pasal 1108, para kreditur atau para penerima hibah wasiat berkewajiban untuk menyampaikan kepada juru simpan hipotek.",Hipotek,Pendaftaran Hipotek Dan Bentuk Pendaftaran
Pasal 1189,"Orang yang telah menyuruh melakukan pendaftaran, demikian pula wakil-wakilnya, atau siapa saja yang berdasarkan suatu akta otentik telah mendapat hak orang itu, diperkenankan untuk mengubah tempat tinggal yang telah dipilihnya, asalkan ia memilih dan menunjuk suatu tempat tinggal yang lain yang terletak di wilayah yang sama, dan hal itu dicatat di sebelah pendaftaran yang bersangkutan.",Hipotek,Pendaftaran Hipotek Dan Bentuk Pendaftaran
Pasal 1190,"Dalam hal tidak dipenuhi salah satu formalitas tersebut di atas, pendaftaran itu tidak dapat dibatalkan, kecuali bila hal itu menjadikan tidak cukup jelas diketahui perihal kreditur, debitur, utang atau barang yang dibebani.",Hipotek,Pendaftaran Hipotek Dan Bentuk Pendaftaran
Pasal 1191,"Penyerahan dan pembukuan suatu akta peralihan hak milik dan pendaftaran atas barang- barang atau pendaftaran mengenai barang-barang yang terletak di luar wilayah juru simpan hipoteknya, adalah batal. Segala pembukuan yang dilakukan pada hari Minggu, harus dianggap telah dilakukan pada hari berikutnya.",Hipotek,Pendaftaran Hipotek Dan Bentuk Pendaftaran
Pasal 1192,"Bila dalam suatu pendaftaran dilalaikan kewajiban memilih tempat tinggal dalam wilayah penyimpanan hipotek, maka menurut hukum dianggap telah dipilih tempat tinggal juru simpannya.",Hipotek,Pendaftaran Hipotek Dan Bentuk Pendaftaran
Pasal 1193,"Biaya pendaftaran ditanggung oleh debitur, bila tidak diperjanjikan kebalikannya.",Hipotek,Pendaftaran Hipotek Dan Bentuk Pendaftaran
Pasal 1194,"Tuntutan hukum terhadap kreditur, yang disebabkan oleh pendaftaran, harus diajukan kepada Hakim yang berwenang, dengan surat gugatan, yang disampaikan kepada kreditur sendiri atau diterimakan di tempat tinggal terakhir yang dipilihnya menurut daftar, demikianlah, meskipun kreditur atau orang yang dipilih domisilinya telah meninggal.",Hipotek,Pendaftaran Hipotek Dan Bentuk Pendaftaran
Pasal 1195,"Pendaftaran hapus karena pencoretannya dari dalam daftar. Pencoretan itu dilakukan atas biaya debitur, dengan izin pihak yang berkepentingan dan berwenang, atau dengan putusan Hakim, baik yang dijatuhkan dalam tingkat tertinggi, maupun yang telah diperoleh kekuatan hukum yang pasti.",Hipotek,Pencoretan Pendaftaran
Pasal 1196,"Dalam kedua hal tersebut orang yang memohon pencoretan pada kantor juru simpan, harus menyerahkan akta otentik yang memberi kuasa untuk mengadakan pencoretan, atau suatu salinan otentik dan akta atau putusan Hakim yang bertujuan demikian. Akta otentik yang dibuat berdasarkan suatu akta di bawah tangan mengenai izin yang berkenaan dengan pencoretan yang diminta, tidak akan mempunyai kekuatan. Dalam hal ada perselisihan tentang berwenang tidaknya mereka yang telah memberikan izin pencoretan, atau tentang salah tidaknya tanda bukti yang diajukan, Pengadilan Negeri yang dalam daerah hukumnya dilakukan pendaftaran, akan mengambil keputusan mengenai hal itu, atas surat permohonan sederhana yang disampaikan kepadanya dengan melampirkan surat-surat yang bersangkutan.",Hipotek,Pencoretan Pendaftaran
Pasal 1197,"Bila suatu pencoretan tidak memperoleh persetujuan, maka hal itu harus diminta pada Hakim yang di daerah hukumnya dilakukan pendaftaran, kecuali bila tuntutan itu merupakan kelanjutan dari suatu perselisihan yang masih ditangani Hakim lain, dalam hal itu tuntutan pencoretan ditujukan kepada Hakim yang sedang menangani perkara tersebut. Namun perjanjian yang telah diadakan antara kreditur dan debitur untuk membawa tuntutan itu kepada Hakim yang mereka tentukan harus mereka taati.",Hipotek,Pencoretan Pendaftaran
Pasal 1198,"Kreditur yang memegang hipotek yang telah terdaftar, dapat menuntut haknya atas barang tak bergerak yang terkait itu, biar di tangan siapa pun barang itu berada, untuk diberi urutan tingkat dan untuk dibayar menurut urutan pendaftarannya.",Hipotek,Akibat Hipotek Terhadap Pihak Ketiga Yang Menguasai Barang Yang Dibebani
Pasal 1199,"Kreditur, setelah memperingatkan debitur, berhak menyita barang tetap yang terikat dari tangan pihak ketiga yang nienguasai barang tetap itu, dan mengusahakan penjualannya. Dalam melakukan hal ini, dan dalam mengatur urutan tingkat antara berbagai kreditur, harus ditaati formalitas tentang penjualan barang sebagai pelaksanaan putusan Hakim atas tuntutan mengenai pemilikan atau penguasaan dan formalitas tentang pengurutan tingkat yang dipenintahkan dalam ketentuanketentuan Hukum Acara Perdata.",Hipotek,Akibat Hipotek Terhadap Pihak Ketiga Yang Menguasai Barang Yang Dibebani
Pasal 1200,"Pihak ketiga yang menguasai barang yang bersangkutan dapat mengadakan perlawanan terhadap penjualan barang itu, bila ia dapat menunjukkan, bahwa debitur semula masih menguasai satu atau beberapa barang tetap yang ikut terikat hipotek untuk utang yang sama, dan ternyata penjualan barang itu cukup untuk melunasi utang itu. Dalam hal demikian, dengan menangguhkan penjualan sebagai pelaksanaan keputusan Hakim atas tuntutan mengenai pemilikan atau penguasaan terhadap hak miliknya, ia dapat menuntut supaya dilakukan lebih dahulu penjualan barang yang ikut terikat tetapi masih berada pada debitur semula itu.",Hipotek,Akibat Hipotek Terhadap Pihak Ketiga Yang Menguasai Barang Yang Dibebani
Pasal 1201,"Jika suatu hipotek diletakkan atas satu barang tak bergerak dan satu atau beberapa bagian dari barang itu telah beralih kepada pihak ketiga yang menguasai barang itu, maka kreditur tetap mempunyai wewenang untuk menerapkan haknya atas seluruh barang yang terikat itu, atau atas suatu bagian dari barang itu yang dianggapnya perlu atau cukup, seolah-olah barang yang terikat itu masih belum terbagi dalam penguasaan debitur.",Hipotek,Akibat Hipotek Terhadap Pihak Ketiga Yang Menguasai Barang Yang Dibebani
Pasal 1202,"Pihak ketiga yang menguasai barang itu telah melunasi utangnya baik secara paksa maupun secara sukarela, dan dengan demikian berdasarkan undang-undang ÃÂ­a menggantikan tempat",Hipotek,Akibat Hipotek Terhadap Pihak Ketiga Yang Menguasai Barang Yang Dibebani
Pasal 1203,"Dalam hal yang tersebut dalam kedua pasal yang latu, pencoretan pendaftaran hipotek hanya akan dilakukan atas barang itu sendiri atau atas bagian yang telah dipergunakannya untuk me!unasi piutang itu, atau penguasa ketiganya telah melunasi utangnya sedangkan atas barang- barang lainya yang terikat, tidak akan dilakukan pencoretan sebelum orang yang te!ah membayar atau yang barangnya telah dijual akibat putusan Hakim atas pasal yang lalu atau sebelum ia mengizinkan pencoretan itu. Untuk menjamin haknya, kreditur yang menggantikan kreditur lama wajib menuntut supaya haknya itu didaftar dalam daftar-daftar umum, dengan menunjukkan akta otentik yang menjadi bukti adanya penggantian hak.",Hipotek,Akibat Hipotek Terhadap Pihak Ketiga Yang Menguasai Barang Yang Dibebani
Pasal 1204,"Pihak ketiga yang menguasai barang sampai saat penunjukkan, berhak untuk menghentikan penjualan barang yang dikuasainya dan terikat hipotek itu dengan cara melunasi utang yang didaftar bunganya menurut Pasal 1184, dan biayanya.",Hipotek,Akibat Hipotek Terhadap Pihak Ketiga Yang Menguasai Barang Yang Dibebani
Pasal 1205,"Bila pendaftaran dan penjualan barang yang terikat itu !ebih dari beban dan biaya hipotek, maka kelebihan itu harus dibayarkan kepada pihak ketiga yang menguasai barang.",Hipotek,Akibat Hipotek Terhadap Pihak Ketiga Yang Menguasai Barang Yang Dibebani
Pasal 1206,"Segala hak pengabdian pekarangan dan hak kebendaan lain, baik yang membebani maupun yang menguntungkan barang yang dijual karena putusan Hakim atas penuntutan pemilikan atau penguasaan, sekedar te!ah hapus karena bera!ih kepada pihak ketiga yang menguasai barang itu, hidup kembali sete!ah barang itu ditunjukkan kepada pihak lain.",Hipotek,Akibat Hipotek Terhadap Pihak Ketiga Yang Menguasai Barang Yang Dibebani
Pasal 1207,"Bila terjadi pengurangan pada barang tersebut karena kesalahan atau ke!engahan pihak ketiga yang menguasai barang sehingga menimbulkan kerugian bagi kreditur hipotek, maka hal tersebut menimbulkan tuntutan hukum kepadanya untuk mengganti kerugian  dan ia tidak dapat menuntut kembali biaya dan perbaikan yang te!ah di!akukannya, kecuali sebesar pertambahan harga barang itu, yang disebabkan oleh perbaikan tersebut.",Hipotek,Akibat Hipotek Terhadap Pihak Ketiga Yang Menguasai Barang Yang Dibebani
Pasal 1208,"Pihak ketiga yang menguasai barang, sekedar te!ah membayar utang hipotek itu atau menderita penjualan harta bendanya akibat putusan Hakim atas penuntutan pemilikan atau penguasaan, berhak menuntut jaminan terhadap gangguan dan tuntutan dari debitur.",Hipotek,Akibat Hipotek Terhadap Pihak Ketiga Yang Menguasai Barang Yang Dibebani
Pasal 1209,"Hipotek hapus: karena hapusnya perikatan pokoknya ; karena pelepasan hipotek itu o!eh kreditur;  karena pengaturan urutan tingkat oleh Pengadilan, dan seterusnya",Hipotek,Hapusnya Hipotek
Pasal 1210,"Orang yang telah membe!i barang yang berbeban, baik pada penjualan sebagai pelaksanaan putusan Hakim atas tuntutan mengenai pemilikan atau penguasaan, maupun pada penjualan sukarela untuk harga yang ditentukan dalam bentuk uang, dapat menuntut agar persil yang dibelinya dibebaskan dari segala beban hipotek yang melampaui harga pembeliannya, dengan menaati segala peraturan yang diberikan dalam pasal-pasal berikut. Namun pemurnian itu tidak akan terjadi pada penjualan sukarela, bila pihak-pihak yang berjanji pada waktu mengadakan hipotek telah menyepakati hal itu dan persyaratan perjanjian itu telah didaftarkan dalam daftar umum. Persyaratan perjanjian demikian hanya dapat dibuat oleh kreditur hipotek pertama.",Hipotek,Hapusnya Hipotek
Pasal 1211,"Dalam hal penjualan sukarela, tuntutan untuk pembebasan tidak dapat diajukan, kecuali bila penjualan itu telah terjadi di depan umum menurut kebiasaan setempat, dan dihadapan pegawai umum, selanjutnya, para kreditur yang terdaftar perlu diberitahukan tentang hal itu, selambat-lambatnya tiga puluh hari sebelum barang yang bersangkutan ditunjuk pembeli, dengan surat juru sita yang harus disampaikan di tempat-tempat tinggal yang telah dipilih oleh para kreditur itu pada waktu pendaftaran.",Hipotek,Hapusnya Hipotek
Pasal 1212,"Pembeli yang ingin memanfaatkan hak istimewa tersebut dalam Pasal 1210, dalam waktu satu bulan setelah penunjukkan barang yang bersangkutan kepadanya, wajib berusaha agar diadakan pengaturan urutan tingkat o!eh Hakim, untuk pembagian harga pembelian, sesuai dengan peraturan-peraturan dalam ketentuan-ketentuan Reglemen Acara Perdata.",Hipotek,Hapusnya Hipotek
Pasal 1213,"Pada waktu mengadakan pengaturan urutan tingkat, akan diperintahkan pencoretan pendaftaran-pendaftaran yang tidak mendapat urutan tingkat yang menguntungkan. Pendaftaran demikian yang hanya sebagian dapat diikutsertakan secara menguntungkan, hanya dapat dipertahankan untuk bagian itu saja sampai pada saat pembayaran, yang langsung dapat ditagih oleh kreditur, tanpa mengingat apakah piutang itu sudah dapat ditagih atau belum. Tentang piutang-piutang yang jumlah seluruhnya mendapat urutan tingkat yang menguntungkan, pendaftarannya akan dipertahankan, dan pembelinya tetap terikat pada kewajiban-kewajiban yang sama mendapat ketentuan-ketentuan mendapatkan waktu dan penundaan-penundaan yang sama, seperti pembelian yang semula.",Hipotek,Hapusnya Hipotek
Pasal 1214,"Pada waktu menentukan besarnya pendaftaran-pendaftaran hipotek, bunga-bunga abadinya akan dihitung menurut jumlah uang pokoknya yang disebut dalam akta bila hal itu tidak",Hipotek,Hapusnya Hipotek
Pasal 1215,"Pendaftaran barang-barang wali, pengampu dari seorang suami, untuk kepentingan anak di bawah umur, orang yang berada dalam pengampuan, atau wanita yang sudah kawin, dan pada umumnya semua pendaftaran utang-utang yang timbul dan perikatan-perikatan yang bersyarat, atau perikatan yang besarnya tak tentu, sejauh pendaftaran itu sebagian atau seluruhnya mendapat urutan tingkat yang menguntungkan, tetap dipertahankan atas beban persil yang dijual, sampai ternyata setelah hapusnya perwalian itu, setelah bubamya perkawinan itu, atau setelah perhitungan perikatan bersyarat itu atau perikatan yang tidak tentu itu, apakah para kreditur hipotek berhak atas harga pembelian itu dan sampai jumlah berapa hak mereka semuanya tidak mengurangi ketentuan dalam Pasal 337, sejauh mengenai perwalian atau pengampuan.",Hipotek,Hapusnya Hipotek
